District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 36,"CARTER, MICHAEL",8.9,2024-10-27 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",17.79,2023-10-29 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",19.69,2024-11-03 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",4.68,2023-11-05 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",3.95,2024-11-05 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",0.99,2023-11-12 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",11.86,2023-11-19 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",1.98,2024-11-24 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",20.75,2023-11-26 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",1.71,2024-12-01 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",107.57,2024-12-02 00:00:00,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,"Google Apps For Work, Email"
House District 36,"CARTER, MICHAEL",62.99,2023-12-03 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",34.57,2023-12-10 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",21.73,2023-12-17 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",562.83,2024-12-19 00:00:00,City Of Aurora,Aurora,CO,80012,Employee Services,Payroll Taxes
House District 36,"CARTER, MICHAEL",0.47,2024-12-19 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Transaction Fee
House District 36,"CARTER, MICHAEL",15.8,2024-12-19 00:00:00,Weglot,Paris,FR,75010,Advertising,Website Translation
House District 36,"CARTER, MICHAEL",1.98,2023-12-24 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",1.98,2024-12-29 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",52.09,2023-12-31 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",0.72,2024-12-31 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",13.0,2025-10-01 00:00:00,Gaylord Hotel,Aurora,CO,80019,Travel & Lodging,
House District 36,"CARTER, MICHAEL",16.72,2025-10-02 00:00:00,Mcdonald'S,Aurora,CO,80014,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",7.7,2025-10-03 00:00:00,Logan House Coffee,Aurora,CO,80010,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",89.31,2025-10-03 00:00:00,Jiffy Lube,Aurora,CO,80013,Travel & Lodging,Vehicle Maintenance Supplies Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",39.67,2025-10-03 00:00:00,Phillips 66,Aurora,CO,80012,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",39.67,2025-10-03 00:00:00,Twin Star Energy,Littleton,CO,80127,Travel & Lodging,
House District 36,"CARTER, MICHAEL",2.97,2025-10-05 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",29.15,2025-10-06 00:00:00,King Soopers,Glendale,CO,80246,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",11.27,2025-10-06 00:00:00,Carlís Jr.,Florence,CO,81226,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",5.47,2025-10-06 00:00:00,Delizioso,Vail,CO,81657,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",13.34,2025-10-06 00:00:00,Advance Auto Parts,Aurora,CO,80014,Travel & Lodging,Vehicle Maintenance Supplies Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",11.27,2025-10-06 00:00:00,Carl'S Jr.,Aurora,CO,80014,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",49.05,2025-10-07 00:00:00,Beau Jo'S,Lone Tree,CO,80124,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",69.0,2025-10-07 00:00:00,Constant Contact,Waltham,MA,02451,Advertising,
House District 36,"CARTER, MICHAEL",2.97,2025-10-12 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",50.0,2025-10-14 00:00:00,Carol  Suffell,Tucson,AZ,85742-8022,Consultant & Professional Services,Data Entry Services
House District 36,"CARTER, MICHAEL",17.0,2025-10-14 00:00:00,Denver Performing Arts Complex Parking Garage,"Denver,",CO,80202,Travel & Lodging,Parking For Campaign Event
House District 36,"CARTER, MICHAEL",4.0,2025-10-14 00:00:00,Denver Street Parking,Denver,CO,80202,Travel & Lodging,Parking For Campaign Event
House District 36,"CARTER, MICHAEL",20.31,2025-10-14 00:00:00,Athenian Restaurant,Aurora,CO,80013,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",4.0,2025-10-14 00:00:00,Denver Parking,Denver,CO,80202,Travel & Lodging,
House District 36,"CARTER, MICHAEL",7.51,2025-10-14 00:00:00,Lost Coffee,Littleton,CO,80120,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",4.0,2025-10-15 00:00:00,Denver Parking,Denver,CO,80202,Travel & Lodging,
House District 36,"CARTER, MICHAEL",78.36,2025-10-15 00:00:00,Tupelo Honey Southern Kitchen & Bar,Denver,CO,80202,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",9.02,2025-10-16 00:00:00,Chick-Fil-A,Greenwood Village,CO,80112,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",17.6,2025-10-20 00:00:00,Weglot,Denver,CO,80290,Advertising,"Translation Services. French Address: 7 Cit… Paradis, 75010 Paris, France"
House District 36,"CARTER, MICHAEL",0.52,2025-10-20 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,
House District 36,"CARTER, MICHAEL",335.37,2025-10-21 00:00:00,United Airlines,Chicago,IL,60606,Travel & Lodging,
House District 36,"CARTER, MICHAEL",43.46,2025-10-26 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",32.91,2025-10-27 00:00:00,Lyft,San Francisco,CA,94107,Travel & Lodging,
House District 36,"CARTER, MICHAEL",14.99,2025-10-29 00:00:00,Denver Post,Denver,CO,80216,Miscellaneous,
House District 36,"CARTER, MICHAEL",17.78,2025-11-02 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",69.72,2025-11-03 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 36,"CARTER, MICHAEL",69.0,2025-11-07 00:00:00,Constant Contact,Waltham,MA,02451,Advertising,
House District 36,"CARTER, MICHAEL",11.86,2025-11-09 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",0.2,2025-11-16 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",13.0,2025-11-17 00:00:00,Convention Center Parking,Denver,CO,80204,Travel & Lodging,
House District 36,"CARTER, MICHAEL",50.82,2025-11-17 00:00:00,Semion Barbers,Aurora,CO,80010,Miscellaneous,
House District 36,"CARTER, MICHAEL",5.58,2025-11-19 00:00:00,7-Eleven,Aurora,CO,80015,Travel & Lodging,
House District 36,"CARTER, MICHAEL",17.44,2025-11-19 00:00:00,Weglot,Denver,CO,80290,Advertising,"Translation Services. French Address: 7 Cit… Paradis, 75010 Paris, France"
House District 36,"CARTER, MICHAEL",0.52,2025-11-19 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,
House District 36,"CARTER, MICHAEL",17.78,2025-11-23 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",14.99,2025-11-26 00:00:00,Denver Post,Denver,CO,80216,Miscellaneous,
House District 36,"CARTER, MICHAEL",21.05,2025-11-28 00:00:00,Chick-Fil-A,Greenwood Village,CO,80112,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",270.0,2025-11-28 00:00:00,Carol  Suffell,Tucson,AZ,85742-8022,Consultant & Professional Services,Campaign Assistant
House District 36,"CARTER, MICHAEL",21.1,2025-12-01 00:00:00,Chick-Fil-A,Greenwood Village,CO,80112,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",69.72,2025-12-02 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 36,"CARTER, MICHAEL",91.78,2025-12-02 00:00:00,Lowe'S,Aurora,CO,80012,Office Equipment & Supplies,
House District 36,"CARTER, MICHAEL",52.78,2025-12-07 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",69.0,2025-12-08 00:00:00,Constant Contact,Waltham,MA,02451,Advertising,
House District 36,"CARTER, MICHAEL",0.2,2025-12-14 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",88.01,2025-12-15 00:00:00,King Soopers,Aurora,CO,80013,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",16.0,2025-12-19 00:00:00,Cherry Creek Parking,Denver,CO,80206,Travel & Lodging,
House District 36,"CARTER, MICHAEL",20.0,2025-12-19 00:00:00,Convention Center Parking,Denver,CO,80204,Travel & Lodging,
House District 36,"CARTER, MICHAEL",104.35,2025-12-19 00:00:00,King Soopers,Aurora,CO,80013,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",17.64,2025-12-19 00:00:00,Weglot,Denver,CO,80290,Advertising,"Translation Services. French Address: 7 Cit… Paradis, 75010 Paris, France"
House District 36,"CARTER, MICHAEL",0.52,2025-12-19 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,
House District 36,"CARTER, MICHAEL",139.31,2025-12-21 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",45.88,2025-12-22 00:00:00,Aurora Parking,Aurora,CO,80012,Travel & Lodging,
House District 36,"CARTER, MICHAEL",42.62,2025-12-22 00:00:00,Berliner Haus,Denver,CO,80211,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",42.53,2025-12-22 00:00:00,Jersey Mike'S,Greenwood Village,CO,80112,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",32.57,2025-12-22 00:00:00,Kfc,Aurora,CO,80015,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",17.33,2025-12-22 00:00:00,King Soopers,Aurora,CO,80013,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",24.51,2025-12-22 00:00:00,Denver Christkindlmarket,Denver,CO,80204,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",38.9,2025-12-22 00:00:00,Mc Liquor,Aurora,CO,80018,Entertainment,
House District 36,"CARTER, MICHAEL",82.26,2025-12-22 00:00:00,Sheabeens Irish Pub,Aurora,CO,80014,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",24.72,2025-12-22 00:00:00,Styria Bakery Ii,Denver,CO,80216,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",6.6,2025-12-23 00:00:00,Denver Parking,Denver,CO,80202,Travel & Lodging,
House District 36,"CARTER, MICHAEL",252.2,2025-12-23 00:00:00,Veteran'S Carpet,Denver,CO,80223,Office Equipment & Supplies,
House District 36,"CARTER, MICHAEL",14.99,2025-12-26 00:00:00,Denver Post,Denver,CO,80216,Miscellaneous,
House District 36,"CARTER, MICHAEL",51.36,2025-12-28 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",36.6,2025-12-29 00:00:00,Usps,Washington,DC,20004,Office Equipment & Supplies,
House District 36,"CARTER, MICHAEL",16.83,2025-12-30 00:00:00,Amc Threaters,Aurora,CO,80016,Entertainment,
House District 36,"CARTER, MICHAEL",107.14,2025-12-30 00:00:00,Safeway,Aurora,CO,80017,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",72.79,2025-12-31 00:00:00,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,"CARTER, MICHAEL",19.39,2025-12-31 00:00:00,El Chubby'S Restaurant,Aurora,CO,80012,"Food, Beverages and Meals",
House District 36,"CARTER, MICHAEL",8.0,2025-12-31 00:00:00,Michael'S,Aurora,CO,80012,Office Equipment & Supplies,
House District 36,"PARSONS, BRIENNA",,,,,,,,
House District 37,"CLIFFORD, CHARLES",464.0,2024-01-03 00:00:00,Coblue Llc,Denver,CO,80218,Consultant & Professional Services,
House District 37,"CLIFFORD, CHARLES",72.0,2024-01-03 00:00:00,Wix.Com,San Francisco,CO,94158,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",36.0,2025-01-06 00:00:00,"Notion Labs, Inc.",San Francisco,CA,94110,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",560.0,2025-01-15 00:00:00,Coblue Llc,Denver,CO,80218,Consultant & Professional Services,
House District 37,"CLIFFORD, CHARLES",193.79,2025-01-22 00:00:00,"Donn Bruns, Llc",Arvada,CO,80005,Consultant & Professional Services,Official Portrait
House District 37,"CLIFFORD, CHARLES",4.0,2025-01-31 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",72.0,2025-02-03 00:00:00,Wix.Com,San Francisco,CO,94158,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",36.0,2025-02-06 00:00:00,"Notion Labs, Inc.",San Francisco,CA,94110,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",4.0,2025-02-28 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",72.0,2025-03-03 00:00:00,Wix.Com,San Francisco,CO,94158,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",7.91,2025-03-05 00:00:00,Act Blue Inc.,Somerville,MA,02144,Bank Fees,
House District 37,"CLIFFORD, CHARLES",36.0,2025-03-06 00:00:00,"Notion Labs, Inc.",San Francisco,CA,94110,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",112.49,2025-03-09 00:00:00,"Hobby Lobby, Inc.",Lone Tree,CO,80124,Office Equipment & Supplies,
House District 37,"CLIFFORD, CHARLES",4.0,2025-03-31 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",84.0,2025-04-03 00:00:00,Wix.Com,San Francisco,CO,94158,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",36.0,2025-04-07 00:00:00,"Notion Labs, Inc.",San Francisco,CA,94110,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",4.0,2025-04-30 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",84.0,2025-05-05 00:00:00,Wix.Com,San Francisco,CO,94158,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",36.0,2025-05-06 00:00:00,"Notion Labs, Inc.",San Francisco,CA,94110,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",4.0,2025-06-02 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",370.24,2025-06-03 00:00:00,"Sunflower Sign Language Interpreting,  Llc",Longmont,CO,80504,Consultant & Professional Services,Sign Language Interpreter For Disability Bill Hb25-1017
House District 37,"CLIFFORD, CHARLES",84.0,2025-06-04 00:00:00,Wix.Com,San Francisco,CO,94158,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",67.31,2025-06-04 00:00:00,Planned Parenthood Of The Rocky Mountains,Denver,CO,80207,Miscellaneous,Event Ticket
House District 37,"CLIFFORD, CHARLES",290.0,2025-06-04 00:00:00,"Visible Voices, Inc.",Aurora,CO,80047,Consultant & Professional Services,Disability Access For Press Conference On Disability Bill Hb25-1017
House District 37,"CLIFFORD, CHARLES",4.0,2025-06-30 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",1600.0,2025-07-02 00:00:00,Arapahoe County Democratic Party,Aurora,CO,80014,Miscellaneous,Event Tickets Pat Schroeder Dinner
House District 37,"CLIFFORD, CHARLES",77.55,2025-07-03 00:00:00,Colorado Criminal Justice Reform Coalition,Denver,CO,80205,Miscellaneous,Event Ticket
House District 37,"CLIFFORD, CHARLES",84.0,2025-07-03 00:00:00,Wix.Com,San Francisco,CO,94158,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",154.5,2025-07-08 00:00:00,Arapahoe County Fair,Aurora,CO,80016,Miscellaneous,"Event Tickets, Boots Not Suits"
House District 37,"CLIFFORD, CHARLES",50.62,2025-07-08 00:00:00,Colorado Cross Disability Coalition,Denver,CO,80222,Miscellaneous,Event Ticket
House District 37,"CLIFFORD, CHARLES",4.0,2025-07-31 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",84.0,2025-08-04 00:00:00,Wix.Com,San Francisco,CO,94158,Miscellaneous,Software
House District 37,"CLIFFORD, CHARLES",4.0,2025-08-29 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",84.0,2025-09-03 00:00:00,Wix.Com,San Francisco,CO,94158,Other,Software
House District 37,"CLIFFORD, CHARLES",149.0,2025-09-22 00:00:00,Jennifer  Strobel,Austin,TX,78749,Employee Services,
House District 37,"CLIFFORD, CHARLES",298.0,2025-09-22 00:00:00,Jennifer  Strobel,Austin,TX,78749,Employee Services,
House District 37,"CLIFFORD, CHARLES",4.0,2025-09-30 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,
House District 37,"CLIFFORD, CHARLES",516.0,2024-12-06 00:00:00,Coblue Llc,Denver,CO,80218,Consultant & Professional Services,Campaign Management
House District 37,"CLIFFORD, CHARLES",36.0,2024-12-06 00:00:00,"Notion Labs, Inc.",San Francisco,CA,94110,Other,Software
House District 37,"CLIFFORD, CHARLES",464.0,2024-12-16 00:00:00,Coblue Llc,Denver,CO,80218,Miscellaneous,Campaign Management
House District 37,"CLIFFORD, CHARLES",464.0,2024-12-20 00:00:00,Coblue Llc,Denver,CO,80218,Miscellaneous,Campaign Management
House District 37,"CLIFFORD, CHARLES",464.0,2024-12-27 00:00:00,Coblue Llc,Denver,CO,80218,Miscellaneous,Campaign Management
House District 37,"CLIFFORD, CHARLES",4.0,2024-12-31 00:00:00,First Bank,Littleton,CO,80129,Bank Fees,Debit Cards
House District 37,"CLIFFORD, CHARLES",84.0,2025-10-03 00:00:00,Wix.Com,San Francisco,CO,94158,Other,Software
House District 37,"CLIFFORD, CHARLES",326.0,2025-10-31 00:00:00,Jennifer  Strobel,Arvada,CO,80003,Employee Services,
