District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 06,Sean Camacho,7.9,12/21/25,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,Disbursement Fee
House District 13,Consuelo Redhorse,7.9,10/29/25,Actblue,Somerville,MA,02144,Fundraising Expenses,Processing Fee
House District 26,Meghan Lukens,7.9,9/7/25,Actbluetechnicalservices,Somerville,MA,02144,Fundraising Expenses,
House District 27,Danielle Varda,7.9,10/24/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 34,Jenny Willford,7.9,12/7/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 36,Michael Carter,7.9,10/22/23,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 41,Jamie Jackson,7.9,7/6/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
House District 41,Jamie Jackson,7.9,8/24/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
House District 43,Nate Marsh,7.9,4/28/26,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 43,"Robert ""Bob"" Marshall",7.9,3/23/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 47,Vic Meyers,7.9,2/10/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 53,Andy Boesenecker,7.9,10/26/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 57,Elizabeth Velasco,7.9,12/7/25,Actblue Technical Services,Somerville,MA,02144-3132,Consultant & Professional Services,
House District 60,Michelle Gray,7.9,2/9/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 11,Karen McCormick,7.84,5/19/25,Expedia,West Seattle,WA,98119,Travel & Lodging,Travel Fee For Convention
House District 11,Karen McCormick,7.81,11/21/25,The Best Day Ever Coffee,Longmont,CO,80501,"Food, Beverages and Meals",Constituent Meeting
House District 18,Amy T Paschal,7.77,9/5/25,Sweet Bloom Coffee,Westminster,CO,80031,"Food, Beverages and Meals",
House District 31,Gabriel Cervantes,7.71,10/5/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,"Bank Fees, Act Blue"
House District 39,Christian Schilder,7.71,12/14/25,Act Blue,Somerville,MA,02144,Bank Fees,Processing Fee
House District 36,Michael Carter,7.7,10/3/25,Logan House Coffee,Aurora,CO,80010,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 11,Karen McCormick,7.69,8/29/25,Ozo Coffee,Longmont,CO,80501,"Food, Beverages and Meals",
House District 13,Consuelo Redhorse,7.64,10/8/25,Before & After,Leadville,CO,80461,"Food, Beverages and Meals",Coffee With Elected Leader To Build Support For Campaign
House District 11,Karen McCormick,7.63,7/2/25,Spruce Confections,Longmont,CO,80503,"Food, Beverages and Meals",
House District 25,Tammy Story,7.56,10/10/25,Vellichor Coffee Roasters,Littleton,CO,80128-5040,"Food, Beverages and Meals",
House District 12,Kyle Brown,7.55,7/1/25,Paul'S Coffee And Tea,Louisville,CO,80027,"Food, Beverages and Meals",
House District 12,Kyle Brown,7.55,7/7/25,Paul'S Coffee And Tea,Louisville,CO,80027,"Food, Beverages and Meals",
House District 12,Kyle Brown,7.55,8/12/25,Paul'S Coffee And Tea,Louisville,CO,80027,"Food, Beverages and Meals",
House District 12,Kyle Brown,7.54,9/17/25,Bittersweet Cafe,Louisville,CO,80027,"Food, Beverages and Meals",
House District 23,Alexis Hoffkling,7.51,12/31/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 36,Michael Carter,7.51,10/14/25,Lost Coffee,Littleton,CO,80120,"Food, Beverages and Meals",
House District 64,Maureen (Mo) Dower,7.51,2/27/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Actblue 2/27/26
House District 12,Kyle Brown,7.5,11/18/25,Paul'S Coffee And Tea,Louisville,CO,80027,"Food, Beverages and Meals",
House District 36,Michael Carter,7.5,9/26/25,Safeway,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 59,Katie Stewart,7.5,12/30/25,Canva,Austin,TX,78702,Consultant & Professional Services,
House District 60,Michelle Gray,7.5,9/17/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 52,Yara Zokaie,7.45,1/13/25,The Cake Bar,Denver,CO,80203,"Food, Beverages and Meals",
House District 11,Karen McCormick,7.44,12/12/25,Ziggi'S,Longmont,CO,80503,"Food, Beverages and Meals",Constituent Meeting
House District 30,Rebekah Stewart,7.42,1/2/25,"Google, Llc",Mountain View,CA,94043,Other,Email
House District 30,Rebekah Stewart,7.42,2/3/25,"Google, Llc",Mountain View,CA,94043,Other,Email
House District 30,Rebekah Stewart,7.42,3/3/25,"Google, Llc",Mountain View,CA,94043,Other,Email
House District 30,Rebekah Stewart,7.42,4/2/25,"Google, Llc",Mountain View,CA,94043,Other,Google
House District 30,Rebekah Stewart,7.42,5/2/25,"Google, Llc",Mountain View,CA,94043,Other,Google Email
House District 30,Rebekah Stewart,7.42,6/2/25,"Google, Llc",Mountain View,CA,94043,Other,Gmail
House District 30,Rebekah Stewart,7.42,7/2/25,"Google, Llc",Mountain View,CA,94043,Other,Google Email
House District 53,Andy Boesenecker,7.42,9/30/25,Cups Community Coffee,Fort Collins,CO,80521,"Food, Beverages and Meals",
House District 10,Junie Joseph,7.4,1/29/25,Actblue Llc,Cambridge,MA,02138,Other,Actblue Fees
House District 53,Andy Boesenecker,7.39,1/27/25,Dazbog Coffee,Fort Collins,CO,80525,"Food, Beverages and Meals",Constituent Meeting
House District 17,Chauncy Johnson,7.33,11/16/25,Actblue Technical Services,Boston,MA,02196-2017,Other,Processing Fee
House District 11,Karen McCormick,7.26,10/15/25,Juniper Goods,Longmont,CO,80501,"Food, Beverages and Meals",Constituent Meeting
House District 12,Kyle Brown,7.24,2/24/25,32 Market,River Falls,WI,54022,"Food, Beverages and Meals",
House District 27,Danielle Varda,7.24,6/5/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Office Software
House District 27,Danielle Varda,7.24,7/7/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software
House District 27,Danielle Varda,7.24,8/5/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Financial Software
House District 27,Danielle Varda,7.24,9/5/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Financial Software
House District 11,Karen McCormick,7.21,5/28/25,Juniper Goods,Longmont,CO,80501,"Food, Beverages and Meals",
House District 11,Karen McCormick,7.21,10/30/25,Blue Sparrow,Denver,CO,80205,"Food, Beverages and Meals",Meeting
House District 19,Jillaire McMillan,7.21,9/14/25,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 10,Junie Joseph,7.2,7/11/25,Actblue,Somerville,MA,02144,Other,Actblue Transaction Fees
House District 11,Karen McCormick,7.2,5/20/25,Meco Collective,Longmont,CO,80501,"Food, Beverages and Meals",
House District 11,Karen McCormick,7.2,11/18/25,Meco Collective,Longmont,CO,80501,"Food, Beverages and Meals",Constituent Meeting
House District 26,Meghan Lukens,7.2,1/2/25,Googleinc,Mountain View,CA,94043,Consultant & Professional Services,
House District 26,Meghan Lukens,7.2,2/3/25,Googleinc,Mountain View,CA,94043,Consultant & Professional Services,
House District 26,Meghan Lukens,7.2,3/3/25,Googleinc,Mountain View,CA,94043,Consultant & Professional Services,
House District 26,Meghan Lukens,7.2,4/2/25,Googleinc,Mountain View,CA,94043,Consultant & Professional Services,
House District 26,Meghan Lukens,7.2,5/2/25,Googleinc,Mountain View,CA,94043,Consultant & Professional Services,
House District 26,Meghan Lukens,7.2,6/2/25,Googleinc,Mountain View,CA,94043,Consultant & Professional Services,
House District 26,Meghan Lukens,7.2,7/2/25,Googleinc,Mountain View,CA,94043,Consultant & Professional Services,
House District 49,Lesley Smith,7.2,1/4/25,Squarespace,New York City,NY,01010,Office Equipment & Supplies,
House District 49,Lesley Smith,7.2,2/4/25,Squarespace,New York City,NY,01010,Office Equipment & Supplies,
House District 49,Lesley Smith,7.2,3/4/25,Squarespace,New York City,NY,01010,Office Equipment & Supplies,
House District 49,Lesley Smith,7.2,12/4/24,Squarespace,New York City,NY,01010,Office Equipment & Supplies,
House District 60,Michelle Gray,7.2,10/22/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 29,Lori Goldstein,7.17,10/5/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 33,Heidi Henkel,7.14,11/12/25,Starbucks,Seattle,WA,98134,"Food, Beverages and Meals",
House District 31,Gabriel Cervantes,7.13,11/23/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
House District 10,Junie Joseph,7.12,9/6/25,Actblue,Somerville,MA,02144,Other,Actblue Transaction Fees
House District 25,Tammy Story,7.11,8/6/25,Everbean Coffee Co,Evergreen,CO,80439,"Food, Beverages and Meals",
House District 25,Tammy Story,7.05,9/23/25,Blue Sparrow Coffee,Denver,CO,80205,"Food, Beverages and Meals",
House District 47,Vic Meyers,7.04,3/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 11,Karen McCormick,7,6/6/25,Brewing Market,Longmont,CO,80501,"Food, Beverages and Meals",
House District 11,Karen McCormick,7,11/13/25,Focus Parking Lots,Denver,CO,80202,Travel & Lodging,Parking For Meeting
House District 60,Michelle Gray,7,10/1/25,Facebook Meta,Menlo Park,CA,94025,Other,6141 ∑ Space Buys
House District 11,Karen McCormick,6.98,5/15/25,Sandys Coffee And Tea,Longmont,CO,80501,"Food, Beverages and Meals",
House District 11,Karen McCormick,6.98,10/14/25,Brewing Market,Longmont,CO,80501,"Food, Beverages and Meals",Constituent Meeting
House District 12,Kyle Brown,6.96,6/23/25,Sweet Bloom Coffee,Arvada,CO,80003,"Food, Beverages and Meals",
House District 24,Lisa Feret,6.96,12/16/24,Phillips 66,Houston,TX,77242,Travel & Lodging,
House District 60,Michelle Gray,6.95,8/7/25,Usps,Pueblo West,CO,81007,Other,7215 ∑ Shipping & Postage
House District 04,Cecelia Espenoza,6.93,4/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 36,Michael Carter,6.93,7/9/23,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 50,Tommy Butler,6.93,3/8/26,Act Blue,Cambridge,CO,02138,Fundraising Expenses,Act Blue Fees
House District 06,Sean Camacho,6.92,12/14/25,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,Disbursement Fee
House District 29,Lori Goldstein,6.92,3/16/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 11,Karen McCormick,6.9,4/10/25,Coffee Time,Denver,CO,80203,"Food, Beverages and Meals",
House District 20,Jarvis Caldwell,6.9,12/9/24,Blue Sparrow Coffee,Denver,CO,80203,"Food, Beverages and Meals",Coffee Meeting
House District 43,"Robert ""Bob"" Marshall",6.88,9/28/25,Actblue,Somerville,MA,02144,Fundraising Expenses,Total Expenses From 7/13/25 - 9/28/25
House District 11,Karen McCormick,6.82,12/20/24,Spruce Confections,Longmont,CO,80503,Entertainment,
House District 19,Anil Pesaramelli,6.82,12/8/25,,,,,Miscellaneous,Misc
House District 14,Ava Flanell,6.8,12/23/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 19,Jillaire McMillan,6.79,10/21/25,Dollar Tree,Longmont,CO,80501,Miscellaneous,
House District 04,Cecelia Espenoza,6.75,5/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 12,Kyle Brown,6.75,2/10/25,Paul'S Coffee And Tea,Louisville,CO,80027,"Food, Beverages and Meals",
House District 12,Kyle Brown,6.75,11/12/25,Paul'S Coffee And Tea,Louisville,CO,80027,"Food, Beverages and Meals",
House District 12,Kyle Brown,6.75,12/23/25,Paul'S Coffee And Tea,Louisville,CO,80027,"Food, Beverages and Meals",
House District 29,Lori Goldstein,6.74,9/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 31,Gabriel Cervantes,6.74,11/16/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
House District 11,Karen McCormick,6.69,11/12/25,The Best Day Ever Coffee,Longmont,CO,80501,"Food, Beverages and Meals",Constituent Meeting
House District 30,Rebekah Stewart,6.68,6/30/25,Actblue,Somerville,MA,02144,Fundraising Expenses,Actblue Fees
House District 36,Michael Carter,6.68,2/28/25,Three Square Market,River Falls,WI,54022,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 33,Heidi Henkel,6.66,7/20/25,Actblue Technical Services,Boston,MA,02196-2017,Bank Fees,
House District 19,Jillaire McMillan,6.62,10/12/25,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,Dan Woog,6.6,9/15/25,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 36,Michael Carter,6.6,12/23/25,Denver Parking,Denver,CO,80202,Travel & Lodging,
House District 43,Nate Marsh,6.6,3/31/26,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 43,Nate Marsh,6.6,12/29/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 48,Carlos Barron,6.6,9/15/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 50,Ryan Gonzalez,6.6,9/15/25,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 12,Kyle Brown,6.57,11/10/25,Paul'S Coffee And Tea,Louisville,CO,80027,"Food, Beverages and Meals",
House District 47,Vic Meyers,6.56,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 19,Dan Woog,6.51,1/1/25,Starbucks,Lafayette,CO,80026,Other,7640 ∑ Meals
House District 39,Christian Schilder,6.51,2/23/26,Target,Lone Tree,CO,80124,Office Equipment & Supplies,Office Supplies
House District 07,Jennifer Bacon,6.5,1/22/25,,,,,Other,Wix.Com Website
House District 07,Jennifer Bacon,6.5,2/24/25,,,,,Other,Wix.Com - Website
House District 07,Jennifer Bacon,6.5,12/23/24,,,,,Other,Wix - Website
House District 11,Karen McCormick,6.5,8/20/25,Steamboat Grand Hotel,Steamboat Springs,CO,80487,"Food, Beverages and Meals",Water Congress Breakfast
House District 01,Javier Mabrey,6.49,12/9/24,Canva,Austin,TX,78701,Office Equipment & Supplies,
House District 12,Kyle Brown,6.45,7/21/25,Relish Food Hall,Louisville,CO,80027,"Food, Beverages and Meals",
House District 12,Kyle Brown,6.45,9/4/25,Relish Food Hall,Louisville,CO,80027,"Food, Beverages and Meals",
House District 12,Kyle Brown,6.43,7/11/25,Moxie Bread Co,Louisville,CO,80027,"Food, Beverages and Meals",
House District 22,Michael Pierson,6.43,4/29/26,Tempo Espresso,Colorado Springs,CO,80920,"Food, Beverages and Meals",Voter Outreach Event
House District 50,Ryan Gonzalez,6.41,10/7/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 60,Michelle Gray,6.41,8/22/25,Hobby- Lobby,Pueblo,CO,81008,Other,5190 ∑ Other Event Expense
House District 25,Tammy Story,6.37,10/8/25,Everbean Coffee Co,Evergreen,CO,80439,"Food, Beverages and Meals",
House District 53,Andy Boesenecker,6.35,11/28/25,Pay By Phone,Denver,CO,80204,Travel & Lodging,
House District 33,Heidi Henkel,6.34,10/5/25,Actblue Technical Services,Boston,MA,02196-2017,Bank Fees,
House District 50,Tommy Butler,6.34,3/15/26,Act Blue,Cambridge,CO,02138,Fundraising Expenses,Act Blue Fees
House District 48,Carlos Barron,6.3,3/12/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 12,Kyle Brown,6.26,10/6/25,Blue Sparrow Coffee,Denver,CO,80203,"Food, Beverages and Meals",
House District 19,Dan Woog,6.25,6/26/25,,,,,Other,7229 ∑ Parking Expense
House District 31,Gabriel Cervantes,6.24,10/26/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
House District 11,Karen McCormick,6.23,8/19/25,Steamboat Grand Hotel,Steamboat Springs,CO,80487,"Food, Beverages and Meals",Water Congress Breakfast
House District 11,Karen McCormick,6.22,7/7/25,Meco Collective,Longmont,CO,80501,"Food, Beverages and Meals",
House District 11,Karen McCormick,6.22,12/16/25,Meco Collective,Longmont,CO,80501,"Food, Beverages and Meals",Constituent Meeting
House District 10,Junie Joseph,6.21,12/13/25,Actblue,Somerville,MA,02144,Other,Actblue Transaction Fees
House District 46,Jonathan Post,6.2,9/22/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,6.2,12/18/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 09,Monica VanBuskirk,6.18,11/9/25,Act Blue,Somerville,MA,02144,Fundraising Expenses,Fees On Contribution Disbursement Number: 401761508
House District 60,Matt Alexander,6.17,11/14/25,City Market,Canon City,CO,81212,Fundraising Expenses,Campaign Kickoff Event
House District 11,Karen McCormick,6.16,6/3/25,Red Frog Coffee,Longmont,CO,80501,"Food, Beverages and Meals",
House District 11,Karen McCormick,6.16,9/16/25,Red Frog Coffee,Longmont,CO,80501,"Food, Beverages and Meals",
House District 12,Kyle Brown,6.14,1/7/25,Blue Sparrow Coffee,Denver,CO,80203,"Food, Beverages and Meals",
House District 29,Lori Goldstein,6.14,5/4/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 39,Christian Schilder,6.13,2/22/26,Act Blue,Somerville,MA,02144,Bank Fees,Processing Fee
House District 39,Christian Schilder,6.13,3/1/26,Act Blue,Somerville,MA,02144,Bank Fees,Processing Fee
House District 53,Andy Boesenecker,6.08,9/30/25,The Neighbor Fort Collins,Fort Collins,CO,80526,"Food, Beverages and Meals",
House District 53,Andy Boesenecker,6.08,12/18/25,The Neighbor Fort Collins,Fort Collins,CO,80526,"Food, Beverages and Meals",
House District 25,Tammy Story,6.06,10/8/25,Lynn'S Whistle Stop,Morrison,CO,80465,"Food, Beverages and Meals",
House District 53,Andy Boesenecker,6.05,10/27/25,The Crooked Cup,Fort Collins,CO,80524,"Food, Beverages and Meals",
House District 25,Tammy Story,6.02,10/13/25,Java Groove,Evergreen,CO,80439,"Food, Beverages and Meals",
House District 10,Junie Joseph,6,1/6/25,Du Parking And Mobility Services,Denver,CO,80208,Other,Event Parking
House District 10,Junie Joseph,6,1/8/25,Du Parking And Mobility Services,Denver,CO,80208,Other,Event Parking
House District 10,Junie Joseph,6,1/22/25,King Soopers,Boulder,CO,80303,"Food, Beverages and Meals",Food For Meeting
House District 11,Karen McCormick,6,4/11/25,Coffee Time,Denver,CO,80203,"Food, Beverages and Meals",
House District 11,Karen McCormick,6,6/2/25,Meco Collective,Longmont,CO,80501,"Food, Beverages and Meals",
House District 11,Karen McCormick,6,9/10/25,Longmont Times-Call,Boulder,CO,80303,Office Equipment & Supplies,
