District,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 20,Sheila Lieder,Democratic,20.59,5/18/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Card Processor Fees
Senate District 20,Sheila Lieder,Democratic,1715,5/21/25,Kabza Media,Wheat Ridge,CO,80034,Advertising,Campaign Literature
Senate District 20,Sheila Lieder,Democratic,82.79,5/25/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Card Processor Fees
Senate District 20,Sheila Lieder,Democratic,38.75,5/27/25,Colorado Cdle Famli,Denver,CO,80202,Employee Services,Famli+ Premium
Senate District 20,Sheila Lieder,Democratic,609.75,5/29/25,Br Colorado Print Group,Denver,CO,80229,Advertising,Campaign Thank You Cards
Senate District 20,Sheila Lieder,Democratic,2,5/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,Card Fee
Senate District 20,Sheila Lieder,Democratic,17.83,6/1/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Card Processor Fees
Senate District 20,Sheila Lieder,Democratic,51.5,6/2/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Subscription
Senate District 20,Sheila Lieder,Democratic,3.95,6/8/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Card Processor Fees
Senate District 20,Sheila Lieder,Democratic,2.5,6/9/25,Denver Parking,Denver,CO,80202,Travel & Lodging,Denver Parking
Senate District 20,Sheila Lieder,Democratic,2.97,6/15/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Card Processor Fees
Senate District 20,Sheila Lieder,Democratic,0.5,6/20/25,Denver Parking,Denver,CO,80202,Travel & Lodging,Denver Parking
Senate District 20,Sheila Lieder,Democratic,2.97,6/29/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Card Processor Fees
Senate District 20,Sheila Lieder,Democratic,2,6/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,Card Fee
Senate District 20,Sheila Lieder,Democratic,4.94,6/30/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Card Processor Fees
Senate District 20,Sheila Lieder,Democratic,51.5,7/1/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Subscription
Senate District 20,Sheila Lieder,Democratic,200,7/9/25,Practical Campaign Services,Centennial,CO,80122,Consultant & Professional Services,Consulting Services
Senate District 20,Sheila Lieder,Democratic,2,7/11/25,Denver Parking,Denver,CO,80202,Travel & Lodging,Denver Parking
Senate District 20,Sheila Lieder,Democratic,10.95,7/13/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Card Processor Fees
Senate District 20,Sheila Lieder,Democratic,114.22,7/17/25,Corazon Printing,Broomfield,CO,80010,Advertising,Literature Printing
Senate District 20,Sheila Lieder,Democratic,2,7/18/25,Denver Parking,Denver,CO,80202,Travel & Lodging,Parking Meter
Senate District 20,Sheila Lieder,Democratic,128.68,7/20/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,123.64,7/21/25,The Rusty Bucket Bar And Grill,Lakewood,CO,80227,"Food, Beverages and Meals",Kick Off Food And Drink
Senate District 20,Sheila Lieder,Democratic,17.78,7/27/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,2,7/31/25,Firstbank,Lakewood,CO,80215,Bank Fees,Card Fee
Senate District 20,Sheila Lieder,Democratic,51.5,8/1/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Tools
Senate District 20,Sheila Lieder,Democratic,50,8/1/25,Colorado Secretary Of State,Denver,CO,80290,Miscellaneous,Penalty
Senate District 20,Sheila Lieder,Democratic,0.04,8/3/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,45,8/4/25,Squarespace,New York,NY,10014,Advertising,Domain Registrations
Senate District 20,Sheila Lieder,Democratic,19.76,8/10/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,0.6,8/24/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,2,8/29/25,Firstbank,Lakewood,CO,80215,Bank Fees,Card Fee
Senate District 20,Sheila Lieder,Democratic,51.5,9/2/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Tools
Senate District 20,Sheila Lieder,Democratic,3.29,9/7/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,299.84,9/12/25,Office Depot,Lakewood,CO,80226,Office Equipment & Supplies,Office Supplies
Senate District 20,Sheila Lieder,Democratic,3.95,9/14/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,2,9/15/25,Denver Parking,Denver,CO,80202,Travel & Lodging,Parking Meter
Senate District 20,Sheila Lieder,Democratic,1.43,9/21/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,11.86,9/28/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,21.75,9/30/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,2,9/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,Card Fee
Senate District 20,Sheila Lieder,Democratic,51.5,10/1/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing
Senate District 20,Sheila Lieder,Democratic,8.3,10/5/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,0.99,10/12/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 20,Sheila Lieder,Democratic,100,10/14/25,Squarespace,New York,NY,10014,Advertising,Web Services
Senate District 20,Sheila Lieder,Democratic,60.11,10/17/25,"Amazon, Inc.",Seattle,WA,98109,Office Equipment & Supplies,Campaign Field Supplies
Senate District 20,Sheila Lieder,Democratic,215.84,10/17/25,"Amazon, Inc.",Seattle,WA,98109,Office Equipment & Supplies,Campaign Field Supplies
Senate District 20,Sheila Lieder,Democratic,18.38,10/19/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,1.98,10/27/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,51.5,10/31/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing
Senate District 20,Sheila Lieder,Democratic,2,10/31/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Service Fee
Senate District 20,Sheila Lieder,Democratic,4.94,11/2/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,103.74,11/5/25,"Microsoft, Inc.",Redmond,WA,98052,Office Equipment & Supplies,Office Suite
Senate District 20,Sheila Lieder,Democratic,99.99,11/5/25,"Microsoft, Inc.",Redmond,WA,98052,Office Equipment & Supplies,Onedrive Subscription
Senate District 20,Sheila Lieder,Democratic,7.9,11/9/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,148.95,11/10/25,Costco Wholesale,Littleton,CO,80123,"Food, Beverages and Meals",Campaign Field Supplies
Senate District 20,Sheila Lieder,Democratic,276,11/14/25,Squarespace,New York,NY,10014,Advertising,Web Services
Senate District 20,Sheila Lieder,Democratic,0.6,11/23/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,2,11/28/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Service Fee
Senate District 20,Sheila Lieder,Democratic,1.98,11/30/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,51.5,12/1/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing
Senate District 20,Sheila Lieder,Democratic,0.99,12/14/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,865.4,12/16/25,Colorado Democratic Party,Denver,CO,80203,Advertising,Voter File Access
Senate District 20,Sheila Lieder,Democratic,5.54,12/21/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,4.03,12/28/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,158.05,12/31/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 20,Sheila Lieder,Democratic,51.5,12/31/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing
Senate District 20,Sheila Lieder,Democratic,2,12/31/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Service Fee
Senate District 20,Richard (Rich) Mancuso,Republican,,,,,,,,
Senate District 21,Frederick Alfred Jr,Republican,,,,,,,,
Senate District 21,Adrienne Benavidez,Democratic,,,,,,,,
Senate District 21,Alex Ryckman,Democratic,,,,,,,,
Senate District 22,Monica Irasema Duran,Democratic,14.4,1/2/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Email Services
Senate District 22,Monica Irasema Duran,Democratic,150,1/3/25,Colorado Media,Englewood,CO,80110,Advertising,
Senate District 22,Monica Irasema Duran,Democratic,157.48,1/5/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,6,1/8/25,,,,,Other,Parking
Senate District 22,Monica Irasema Duran,Democratic,41,1/8/25,La Popular Denver,Denver,CO,80205,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,17.27,1/8/25,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Teleconferencing Services
Senate District 22,Monica Irasema Duran,Democratic,218.31,1/12/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,63,1/15/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Services
Senate District 22,Monica Irasema Duran,Democratic,11.99,1/21/25,Denver Post,Denver,CO,80216,Office Equipment & Supplies,Online Subscription
Senate District 22,Monica Irasema Duran,Democratic,44.92,1/24/25,Subculture,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,1.62,1/26/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,34,1/27/25,Wix,New York,NY,10014,Office Equipment & Supplies,Website
Senate District 22,Monica Irasema Duran,Democratic,34.38,1/30/25,Bourbon Grill,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,2,1/31/25,,,,,Bank Fees,
Senate District 22,Monica Irasema Duran,Democratic,531.25,2/2/25,Rkg Development,Superior,CO,80027,Consultant & Professional Services,Compliance Services
Senate District 22,Monica Irasema Duran,Democratic,14.4,2/3/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Email Services
Senate District 22,Monica Irasema Duran,Democratic,13.21,2/6/25,Subculture,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,17.27,2/10/25,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Teleconferencing Services
Senate District 22,Monica Irasema Duran,Democratic,48.19,2/13/25,Door Dash,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,63,2/18/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Services
Senate District 22,Monica Irasema Duran,Democratic,11.99,2/19/25,Denver Post,Denver,CO,80216,Office Equipment & Supplies,Online Subscription
Senate District 22,Monica Irasema Duran,Democratic,147.33,2/20/25,Door Dash,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,2125,2/23/25,Emily  Funk,Lakewood,CO,80232,Consultant & Professional Services,Campaign Coordinator
Senate District 22,Monica Irasema Duran,Democratic,1750,2/23/25,Kabza Media,Wheat Ridge,CO,80034,Consultant & Professional Services,General Consulting And Logo Design
Senate District 22,Monica Irasema Duran,Democratic,247.9,2/23/25,Kabza Media,Wheat Ridge,CO,80034,Office Equipment & Supplies,Domain Fees
Senate District 22,Monica Irasema Duran,Democratic,2,2/28/25,,,,,Bank Fees,
Senate District 22,Monica Irasema Duran,Democratic,14.4,3/3/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 22,Monica Irasema Duran,Democratic,34,3/3/25,Wix,New York,NY,10014,Office Equipment & Supplies,Website
Senate District 22,Monica Irasema Duran,Democratic,500,3/4/25,Rkg Development,Superior,CO,80027,Consultant & Professional Services,Compliance Services
Senate District 22,Monica Irasema Duran,Democratic,979.28,3/6/25,La Popular Denver,Denver,CO,80205,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,0.2,3/9/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,17.27,3/10/25,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Teleconferencing Services
Senate District 22,Monica Irasema Duran,Democratic,65.21,3/17/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Services
Senate District 22,Monica Irasema Duran,Democratic,28.15,3/19/25,Denver Post,Denver,CO,80216,Office Equipment & Supplies,Online Subscription
Senate District 22,Monica Irasema Duran,Democratic,34,3/27/25,Wix,New York,NY,10014,Office Equipment & Supplies,Website
Senate District 22,Monica Irasema Duran,Democratic,70.16,3/28/25,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,Monica Irasema Duran,Democratic,52.1,3/28/25,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,Monica Irasema Duran,Democratic,1198.75,3/28/25,Lifestyle Photography,Arvada,CO,80005,Consultant & Professional Services,
Senate District 22,Monica Irasema Duran,Democratic,2,3/31/25,,,,,Bank Fees,
Senate District 22,Monica Irasema Duran,Democratic,14.4,4/2/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Email Services
Senate District 22,Monica Irasema Duran,Democratic,500,4/5/25,Rkg Development,Superior,CO,80027,Consultant & Professional Services,Compliance Consulting
Senate District 22,Monica Irasema Duran,Democratic,17.27,4/8/25,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Teleconferencing Services
Senate District 22,Monica Irasema Duran,Democratic,0.2,4/13/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,286.65,4/14/25,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,Monica Irasema Duran,Democratic,55.89,4/15/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 22,Monica Irasema Duran,Democratic,148.91,4/15/25,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,Monica Irasema Duran,Democratic,28.15,4/18/25,Denver Post,Denver,CO,80216,Office Equipment & Supplies,Online Subscription
Senate District 22,Monica Irasema Duran,Democratic,36,4/28/25,Wix,New York,NY,10014,Office Equipment & Supplies,Website
Senate District 22,Monica Irasema Duran,Democratic,325,4/28/25,Vanessa  Reilley,Denver,CO,80203,Other,Auction Item
Senate District 22,Monica Irasema Duran,Democratic,67.87,4/28/25,Subculture,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,2,4/30/25,,,,,Bank Fees,
Senate District 22,Monica Irasema Duran,Democratic,14.4,5/2/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 22,Monica Irasema Duran,Democratic,1000,5/5/25,Regina  Kelbe,Lakewood,CO,80228,Consultant & Professional Services,
Senate District 22,Monica Irasema Duran,Democratic,134.41,5/5/25,Door Dash,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,17.27,5/8/25,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Teleconferencing Services
Senate District 22,Monica Irasema Duran,Democratic,500,5/9/25,Rkg Development,Superior,CO,80027,Consultant & Professional Services,Compliance Consulting
Senate District 22,Monica Irasema Duran,Democratic,0.2,5/11/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,500,5/12/25,Christian  Romero,Pueblo,CO,81005,Consultant & Professional Services,
Senate District 22,Monica Irasema Duran,Democratic,55.89,5/15/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 22,Monica Irasema Duran,Democratic,3875,5/15/25,Colorado Democratic Party,Denver,CO,80203,Contributions,House Majority Project
Senate District 22,Monica Irasema Duran,Democratic,57.91,5/16/25,First Watch,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,28.15,5/21/25,Denver Post,Denver,CO,80216,Office Equipment & Supplies,Online Subscription
Senate District 22,Monica Irasema Duran,Democratic,17.78,5/25/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,36,5/27/25,Wix,New York,NY,10014,Office Equipment & Supplies,Website
Senate District 22,Monica Irasema Duran,Democratic,6.07,5/30/25,Stylus And Crate,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,2,5/30/25,,,,,Bank Fees,
Senate District 22,Monica Irasema Duran,Democratic,17.78,6/1/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,14.4,6/2/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Email Services
Senate District 22,Monica Irasema Duran,Democratic,17.94,6/4/25,Stylus And Crate,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,7.98,6/5/25,,,,,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,8.28,6/5/25,Stylus And Crate,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,16.28,6/6/25,Stylus And Crate,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,500,6/6/25,Rkg Development,Superior,CO,80027,Consultant & Professional Services,Compliance Consultant
Senate District 22,Monica Irasema Duran,Democratic,0.2,6/8/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Senate District 22,Monica Irasema Duran,Democratic,18.34,6/9/25,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Teleconferencing Services
Senate District 22,Monica Irasema Duran,Democratic,11.04,6/9/25,Stylus And Crate,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
Senate District 22,Monica Irasema Duran,Democratic,58.82,6/10/25,First Watch,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
