Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,Michael Bennet,Democratic,29.9,9/29/25,Ups,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,Michael Bennet,Democratic,29.9,10/6/25,Ups,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,Michael Bennet,Democratic,29.84,10/20/25,Ups,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,Victor Marx,Republican,29.75,11/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,29.74,10/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,29.74,10/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,29.74,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,29.74,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,29.74,12/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Attorney General,Jena Griswold,Democratic,29.7,9/15/25,The Burger Joint,Charlotte,NC,28247,"Food, Beverages and Meals",
Governor,Michael Bennet,Democratic,29.69,9/25/25,Pete'S Fruits & Vegetables,Denver,CO,80224,"Food, Beverages and Meals",Staff Meal
Governor,Greg Lopez,Unaffiliated,29.66,7/22/25,Chick-Fil-A,Loveland,CO,80538,"Food, Beverages and Meals",Campaign Staff-Lunch
Governor,Michael Bennet,Democratic,29.47,5/8/25,Ups,Superior,CO,80027,Office Equipment & Supplies,Postage
Attorney General,Jena Griswold,Democratic,29.34,10/27/25,Lyft,San Francisco,CA,94107,Travel & Lodging,Ground Transportation
Governor,Michael Bennet,Democratic,29.34,5/22/25,Ups,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,Greg Lopez,Unaffiliated,29.25,10/25/25,Conoco,Aurora,CO,80010,Travel & Lodging,Gas
Governor,Greg Lopez,Unaffiliated,29.2,8/3/25,Cf United Apro Llc,Littleton,CO,80127,Travel & Lodging,Gas
Governor,Scott Bottoms,Republican,29.1,8/24/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,Greg Lopez,Unaffiliated,29.09,7/25/25,Conoco,Parker,CO,80134,Travel & Lodging,Gas
Governor,Scott Bottoms,Republican,29,8/21/25,Scott  Bottoms,Colorado Springs,CO,80923,Other,In Kind - Video Software - Opusclip
Governor,Scott Bottoms,Republican,29,10/6/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,Digital Consulting
Governor,Scott Bottoms,Republican,29,10/22/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In-Kind - Software
Governor,Scott Bottoms,Republican,29,11/5/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,Scott Bottoms,Republican,29,11/21/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In-Kind - Software
Governor,Scott Bottoms,Republican,29,12/5/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,Scott Bottoms,Republican,29,12/21/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,Software
Governor,Greg Lopez,Unaffiliated,28.96,9/8/25,Murphy Express,Parker,CO,80134,Travel & Lodging,Gas
Governor,Phil Weiser,Democratic,28.95,12/29/25,Stripe,South San Francisco,CA,94080,Fundraising Expenses,Processing Fees
Governor,Victor Marx,Republican,28.93,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Greg Lopez,Unaffiliated,28.86,4/22/25,Everyday 5719,Parker,CO,80134,Travel & Lodging,Gas
Governor,Phil Weiser,Democratic,28.8,8/26/25,Evan  Barrie-Kivel,Denver,CO,80201,Office Equipment & Supplies,Reimbursement - Office Supplies
Governor,Phil Weiser,Democratic,28.68,4/25/25,Evan  Barrie-Kivel,Denver,CO,80201,Office Equipment & Supplies,Reimbursement - Office Supplies
Attorney General,David Seligman,Democratic,28.65,12/12/25,Circle K,Tempe,AZ,85284,Travel & Lodging,Gas
Governor,Scott Bottoms,Republican,28.6,10/10/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,Greg Lopez,Unaffiliated,28.51,9/11/25,S&S #301,Colorado Springs,CO,80921,Travel & Lodging,Gas
Governor,Michael Bennet,Democratic,28.5,5/8/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,Software
Governor,Victor Marx,Republican,28.45,12/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Greg Lopez,Unaffiliated,28.4,11/7/25,Maverik,Montrose,CO,81401,Travel & Lodging,Gas
Governor,Victor Marx,Republican,28.4,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,28.2,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"Kelvin ""K-Man"" Wimberly",Republican,28,3/7/26,Eagle Travel Stop #2,Sterling,CO,80751,Travel & Lodging,Paid $28  Personal Gas For Mitchek Fairground Gop Conference!
Governor,Greg Lopez,Unaffiliated,27.81,10/21/25,Conoco,Parker,CO,80134,Travel & Lodging,Gas
Bd. Ed. District 07,Karla Esser,Democratic,27.66,8/24/25,Actblue,Boston,MA,02196,Bank Fees,
Governor,Victor Marx,Republican,27.52,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Attorney General,Jena Griswold,Democratic,27.5,10/14/25,Salamander Resort,Middleburg,VA,20117,"Food, Beverages and Meals",
Governor,Scott Bottoms,Republican,27.5,8/12/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In Kind - Meal - Meeting With Constituent
Governor,Michael Bennet,Democratic,27.49,7/14/25,Canva.Com,Camden,DE,19934,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,27.49,8/13/25,Canva.Com,Camden,DE,19934,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,27.49,9/15/25,Canva.Com,Camden,DE,19934,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,27.49,10/14/25,Canva.Com,Camden,DE,19934,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,27.49,11/12/25,Canva.Com,Camden,DE,19934,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,27.49,12/14/25,Canva.Com,Camden,DE,19934,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,27.49,12/31/25,Hayley  Drapkin,Louisville,CO,80027,Office Equipment & Supplies,Reimbursement-Office Supplies
Governor,Greg Lopez,Unaffiliated,27.44,7/10/25,Maverik Inc,Aurora,CO,80012,Travel & Lodging,Gas
Attorney General,Jena Griswold,Democratic,27.39,12/7/25,Exxon Mobil,Parachute,CO,81635,Travel & Lodging,Gas
Governor,Victor Marx,Republican,27.35,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,27.35,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Scott Bottoms,Republican,27.31,3/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Governor,Scott Bottoms,Republican,27.31,5/5/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Secretary of State,Amanda Gonzalez,Democratic,27.3,9/28/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Secretary of State,Amanda Gonzalez,Democratic,27.2,8/17/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Governor,Scott Bottoms,Republican,27.17,12/31/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,Victor Marx,Republican,27.15,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,27.15,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Scott Bottoms,Republican,27.11,11/4/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In-Kind - Meal
Attorney General,Jena Griswold,Democratic,27.08,6/13/25,Grubhub,Chicago,IL,60602,"Food, Beverages and Meals",
Governor,"Kelvin ""K-Man"" Wimberly",Republican,27,3/7/26,Circle K,Denver,CO,80223,Travel & Lodging,Paid $27 Personal Gas For Mitchek Fairground Gop Conference!
CU_District 07,Joan Poston,Republican,26.96,4/16/26,Texting For Less,Hackensack,NJ,07601,Advertising,Mms Credits And Local Numbers
Governor,Victor Marx,Republican,26.96,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,26.96,11/12/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Scott Bottoms,Republican,26.92,10/21/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Fuel
Governor,Scott Bottoms,Republican,26.9,7/9/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,Scott Bottoms,Republican,26.69,12/11/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Fuel
Governor,Greg Lopez,Unaffiliated,26.69,6/13/25,Mary Murphy Restaurant,Nathrop,CO,81236,"Food, Beverages and Meals",Dinner-Campaign Staff Nathrop
Governor,Victor Marx,Republican,26.54,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Phil Weiser,Democratic,26.52,10/28/25,Stripe,South San Francisco,CA,94080,Fundraising Expenses,Processing Fees
Governor,Scott Bottoms,Republican,26.51,9/24/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",Meal On West Slope Tour
Governor,Victor Marx,Republican,26.28,10/24/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Phil Weiser,Democratic,26.19,5/12/25,Evan  Barrie-Kivel,Denver,CO,80201,Office Equipment & Supplies,Reimbursement - Office Supplies
Governor,Phil Weiser,Democratic,26.19,6/10/25,Evan  Barrie-Kivel,Denver,CO,80201,Office Equipment & Supplies,Reimbursement - Office Supplies
Governor,Greg Lopez,Unaffiliated,26.07,9/21/25,Safeway,Elizabeth,CO,80107,Travel & Lodging,Gas
Governor,Greg Lopez,Unaffiliated,26,8/20/25,Altitude 2709878,Elizabeth,CO,80107,Travel & Lodging,Gas
CU_District 06,Veanessa Burbage,Republican,25.88,4/10/26,Subway,Pueblo,C0,81001,"Food, Beverages and Meals",
Governor,Scott Bottoms,Republican,25.86,10/14/25,Printful Inc,Coppell,TX,75019,Other,
Governor,Victor Marx,Republican,25.77,12/19/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Greg Lopez,Unaffiliated,25.7,6/14/25,Pizza One,Eagle,CO,81631,"Food, Beverages and Meals",Lunch-Campaign Staff Eagle Co
State Treasurer,Jeff Bridges,Democratic,25.69,7/20/25,Actblue,Somerville,MA,02144,Bank Fees,
Secretary of State,Amanda Gonzalez,Democratic,25.68,2/2/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Bd. Ed. District 01,Lisa Esc�rcega,Democratic,25.68,8/31/25,Actblue,Boston,MA,02196,Bank Fees,
Bd. Ed. District 01,Lisa Esc�rcega,Democratic,25.68,9/7/25,Actblue,Boston,MA,02196,Bank Fees,
Attorney General,David Seligman,Democratic,25.66,12/12/25,Uber,San Francisco,CA,94158,Travel & Lodging,Travel
Attorney General,Jena Griswold,Democratic,25.64,5/12/25,Souvlaki Grill,New York,NY,10019,"Food, Beverages and Meals",
Attorney General,Jena Griswold,Democratic,25.6,8/1/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Governor,Scott Bottoms,Republican,25.56,12/2/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,Phil Weiser,Democratic,25.56,10/22/25,Stripe,South San Francisco,CA,94080,Fundraising Expenses,Processing Fees
Governor,Greg Lopez,Unaffiliated,25.51,10/9/25,Maverik,Loveland,CO,80538,Travel & Lodging,Gas
Attorney General,Jena Griswold,Democratic,25.45,5/15/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,Jena Griswold,Democratic,25.45,6/16/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,Jena Griswold,Democratic,25.45,7/15/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,Jena Griswold,Democratic,25.45,8/15/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,Jena Griswold,Democratic,25.45,9/15/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,Jena Griswold,Democratic,25.45,10/15/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,Jena Griswold,Democratic,25.45,11/17/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,Jena Griswold,Democratic,25.45,12/14/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Governor,Victor Marx,Republican,25.44,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Scott Bottoms,Republican,25.35,11/3/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Attorney General,David Seligman,Democratic,25.33,12/12/25,Logan House Coffee,Aurora,CO,80010,"Food, Beverages and Meals",Meals
Secretary of State,Celest Landry,Colorado Forward Party,25.33,2/21/26,New Boulder Gas,Boulder,CO,80301,Travel & Lodging,
Governor,Victor Marx,Republican,25.32,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,25.32,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,25.32,11/2/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Greg Lopez,Unaffiliated,25.31,6/13/25,West Vail N Frontage Road Yetis Grind,Vail,CO,81657,"Food, Beverages and Meals",Lunch-Campaign Staff Vail
Governor,Scott Bottoms,Republican,25.14,8/2/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In Kind Donation - Usps - Postage
Governor,Greg Lopez,Unaffiliated,25.1,8/23/25,Loaf N Jug,Pueblo,CO,81004,Travel & Lodging,Gas
Attorney General,Jena Griswold,Democratic,25.02,9/30/25,Safeway - Louisville,Louisville,CO,80027,Travel & Lodging,Gas
Governor,Greg Lopez,Unaffiliated,25.02,4/30/25,Murphy Express 8621,Parker,CO,80134,Travel & Lodging,Gas
Attorney General,Hetal Doshi,Democratic,25,7/18/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,
Attorney General,Jena Griswold,Democratic,25,7/2/25,"Phoneburner, Inc.",Ladera Ranch,CA,92694,Telephone,
Attorney General,Jena Griswold,Democratic,25,7/17/25,"Phoneburner, Inc.",Ladera Ranch,CA,92694,Telephone,
Attorney General,Jena Griswold,Democratic,25,10/20/25,Er Store Food And Gas,Edgewater,CO,80214,Travel & Lodging,Gas
Attorney General,David Seligman,Democratic,25,12/12/25,Chinook Center,Colorado Springs,CO,80910,Fundraising Expenses,Event Space Rental
Governor,Michael Bennet,Democratic,25,8/11/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Governor,"Kelvin ""K-Man"" Wimberly",Republican,25,1/10/26,Kelvin M Wimberly (K-Man),Denver,CO,80210,Travel & Lodging,"Candidate Paid $25 Cash In Gunnison, Co From Palisades Restaurant Candidate Forum To Travel To Fairplay Then Back To Denver"
Governor,"Kelvin ""K-Man"" Wimberly",Republican,25,2/28/26,Fremont County Republican Central Committee,Canon City,CO,81212,Travel & Lodging,"Paid $25 Personal Cash For Gas Travel To Canon City,  High School Gop Forum"
Governor,"Kelvin ""K-Man"" Wimberly",Republican,25,3/21/26,Circle K,Denver,CO,80223,Travel & Lodging,"Paid $25 Cash For Gas Traveling To Gop Delegate Assemblies At Message Of Life Ministries In Loveland, Harvest Fellowship In Brighton, And Jeffco Wheatridge High School  In Wheatridge!"
Governor,"Kelvin ""K-Man"" Wimberly",Republican,25,4/18/26,,,,,Miscellaneous,I Voluntarily Wanted To Give $25 Tip Of Appreciation To The Witness Of The Notarizing Of My Primary Write-In For Governor Of Colorado 2026 Candidacy 4/18-19/2026!
Governor,Scott Bottoms,Republican,24.99,9/23/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,Scott Bottoms,Republican,24.99,10/23/25,Printful Inc,Coppell,TX,75019,Other,
Governor,Scott Bottoms,Republican,24.99,11/24/25,Printful Inc,Coppell,TX,75019,Other,
Governor,Scott Bottoms,Republican,24.99,12/22/25,Printful Inc,Coppell,TX,75019,Other,
Governor,Victor Marx,Republican,24.85,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.85,12/19/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Greg Lopez,Unaffiliated,24.73,10/21/25,Heaven Dragon Chinese Restaurant,Broomfield,CO,80020,"Food, Beverages and Meals",Campaign Staff-Meal
Governor,Victor Marx,Republican,24.73,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Michael Bennet,Democratic,24.7,5/8/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,Scott Bottoms,Republican,24.7,9/25/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",Meal On Campaign Trail
Governor,Greg Lopez,Unaffiliated,24.68,7/16/25,Strayhorn Grill,Fruita,CO,81521,"Food, Beverages and Meals",Campaign Staff Dinner
Governor,Victor Marx,Republican,24.65,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.65,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.65,12/17/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.61,12/31/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Barb Kirkmeyer,Republican,24.6,12/10/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Governor,Victor Marx,Republican,24.58,10/30/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.54,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.54,11/1/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.54,11/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Attorney General,Jena Griswold,Democratic,24.51,9/19/25,Yampa Sandwhich Company,Denver,CO,80202,"Food, Beverages and Meals",
Governor,Victor Marx,Republican,24.46,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.46,10/26/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,24.46,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
